Year,Season_Team,Player_Name,First_Name,Last_Name,Position,Jersey,Age,Height,Weight,College,BirthDate,Years_Pro,Games,Games_Started,AV,Draft_Year,POVR,PID,PAM,Position_Normalized,Position_Group,lookup_key,wAV,AP1,PB
1970,ATL,Claude Humphrey,Claude,Humphrey,LDE,87.0,26,76,252,Tennessee St.,6/29/1944,2,12,12,9.0,1968.0,0,0,0,LDE,DL,claude_humphrey,84.0,2.0,6.0
1970,ATL,John Zook,John,Zook,RDE,71.0,23,76,243,Kansas,9/24/1947,1,14,14,9.0,1969.0,0,0,0,RDE,DL,john_zook,58.0,0.0,1.0
1970,ATL,Glen Condren,Glen,Condren,RDT,88.0,28,76,251,Oklahoma,6/10/1942,5,14,14,8.0,1964.0,0,0,0,RDT,DL,glen_condren,24.0,0.0,0.0
1970,ATL,Greg Lens,Greg,Lens,LDT,72.0,25,77,261,Trinity (TX),3/11/1945,Rook,14,10,6.0,1970.0,0,0,0,LDT,DL,greg_lens,8.0,0.0,0.0
1970,ATL,Jim Sullivan,Jim,Sullivan,DE,74.0,26,76,240,Lincoln (MO),8/20/1944,Rook,7,0,3.0,,0,0,0,DE,DL,jim_sullivan,0.0,0.0,0.0
1970,ATL,Randy Marshall,Randy,Marshall,DE,89.0,24,77,237,Linfield,12/14/1946,Rook,9,2,2.0,1970.0,0,0,0,DE,DL,randy_marshall,4.0,0.0,0.0
1970,ATL,John Small,John,Small,DT,66.0,24,76,269,The Citadel,11/20/1946,Rook,10,4,2.0,1970.0,0,0,0,DT,DL,john_small,12.0,0.0,0.0
1970,CHI,Willie Holman,Willie,Holman,LDE,85.0,25,76,250,South Carolina St.,2/27/1945,2,14,14,8.0,1968.0,0,0,0,LDE,DL,willie_holman,27.0,0.0,0.0
1970,CHI,George Seals,George,Seals,RDT,67.0,28,75,260,Missouri,10/2/1942,6,14,14,8.0,1964.0,0,0,0,RDT,DL,george_seals,43.0,0.0,0.0
1970,CHI,Ed O'Bradovich,Ed,O'Bradovich,RDE,87.0,30,75,255,Illinois,5/21/1940,8,14,14,7.0,1962.0,0,0,0,RDE,DL,ed_o'bradovich,51.0,0.0,0.0
1970,CHI,Bill Staley,Bill,Staley,LDT,76.0,24,75,250,Utah St.,9/9/1946,2,11,11,6.0,1968.0,0,0,0,LDT,DL,bill_staley,20.0,0.0,0.0
1970,CHI,Harry Gunner,Harry,Gunner,DE,78.0,26,78,250,Oregon St.,11/25/1944,2,14,0,4.0,1968.0,0,0,0,DE,DL,harry_gunner,12.0,0.0,0.0
1970,CHI,Dave Hale,Dave,Hale,DT,75.0,23,80,225,Ottawa (KS),6/21/1947,1,14,3,2.0,1969.0,0,0,0,DT,DL,dave_hale,6.0,0.0,0.0
1970,CIN,Royce Berry,Royce,Berry,LDE,82.0,24,76,250,Houston,4/14/1946,1,14,14,9.0,1969.0,0,0,0,LDE,DL,royce_berry,35.0,0.0,0.0
1970,CIN,Ron Carpenter,Ron,Carpenter,RDE,70.0,22,76,261,North Carolina St.,6/24/1948,Rook,14,14,7.0,1970.0,0,0,0,RDE,DL,ron_carpenter,7.0,0.0,0.0
1970,CIN,Ron Carpenter,Ron,Carpenter,RDE,70.0,22,76,261,North Carolina St.,6/24/1948,Rook,14,14,7.0,1970.0,0,0,0,RDE,DL,ron_carpenter,40.0,0.0,0.0
1970,CIN,Ron Carpenter,Ron,Carpenter,RDE,70.0,22,76,261,North Carolina St.,6/24/1948,Rook,14,14,7.0,1970.0,0,0,0,RDE,DL,ron_carpenter,0.0,0.0,0.0
1970,CIN,Steve Chomyszak,Steve,Chomyszak,RDT,79.0,26,78,265,Syracuse,2/27/1944,4,14,14,7.0,1966.0,0,0,0,RDT,DL,steve_chomyszak,28.0,0.0,0.0
1970,CIN,Mike Reid,Mike,Reid,LDT,74.0,23,75,255,Penn St.,5/24/1947,Rook,9,9,4.0,1970.0,0,0,0,LDT,DL,mike_reid,40.0,1.0,2.0
1970,CIN,Mike Reid,Mike,Reid,LDT,74.0,23,75,255,Penn St.,5/24/1947,Rook,9,9,4.0,1970.0,0,0,0,LDT,DL,mike_reid,0.0,0.0,0.0
1970,CIN,Marty Baccaglio,Marty,Baccaglio,DE,85.0,26,75,245,San Jose St.,9/28/1944,2,14,0,3.0,1967.0,0,0,0,DE,DL,marty_baccaglio,9.0,0.0,0.0
1970,CIN,Willie Jones,Willie,Jones,LDT,78.0,28,73,260,Kansas St.,5/28/1942,3,10,5,3.0,1966.0,0,0,0,LDT,DL,willie_jones,0.0,0.0,0.0
1970,CIN,Willie Jones,Willie,Jones,LDT,78.0,28,73,260,Kansas St.,5/28/1942,3,10,5,3.0,1966.0,0,0,0,LDT,DL,willie_jones,7.0,0.0,0.0
1970,CIN,Willie Jones,Willie,Jones,LDT,78.0,28,73,260,Kansas St.,5/28/1942,3,10,5,3.0,1966.0,0,0,0,LDT,DL,willie_jones,0.0,0.0,0.0
1970,CIN,Willie Jones,Willie,Jones,LDT,78.0,28,73,260,Kansas St.,5/28/1942,3,10,5,3.0,1966.0,0,0,0,LDT,DL,willie_jones,0.0,0.0,0.0
1970,CIN,Willie Jones,Willie,Jones,LDT,78.0,28,73,260,Kansas St.,5/28/1942,3,10,5,3.0,1966.0,0,0,0,LDT,DL,willie_jones,6.0,0.0,0.0
1970,CIN,Nick Roman,Nick,Roman,DE,81.0,23,75,244,Ohio St.,9/23/1947,Rook,4,0,2.0,1970.0,0,0,0,DE,DL,nick_roman,20.0,0.0,0.0
1970,CIN,Marty Amsler,Marty,Amsler,DE,89.0,28,77,255,"Indiana,Evansville",10/26/1942,3,3,0,1.0,1965.0,0,0,0,DE,DL,marty_amsler,16.0,0.0,0.0
1970,CIN,Frank Cornish,Frank,Cornish,DT,76.0,26,76,282,Grambling St.,6/20/1944,4,1,0,1.0,1965.0,0,0,0,DT,DL,frank_cornish,27.0,0.0,0.0
