Last Name,First Name,College,Rank,Draft Class,Position,Jersey,Height,Weight,Class,wAV,Hometown,Homestate,Race,Photo,Archetype,Archetype_Detailed
Perkins,Harold,LSU,59.0,2026.0,LB,7.0,73.0,222.0,Sr.,70.0,Cypress,TX,,,Run Stopper,MLB Run Stopper
King,Haynes,Georgia Tech,876.0,2026.0,QB,10.0,75.0,215.0,Sr.,59.0,Longview,TX,,,Improviser,QB Improviser
Allen,Kaytron,Penn State,150.0,2026.0,RB,13.0,71.0,217.0,Sr.,56.0,Norfolk,VA,,,Elusive Back,HB Elusive Back
Bell,Skyler,UConn,318.0,2026.0,WR,1.0,72.0,185.0,Sr.,55.0,Bronx,NY,,,Slot,WR Shifty Route Runner
Delp,Oscar,Georgia,107.0,2026.0,TE,4.0,77.0,245.0,Sr.,55.0,Cumming,GA,,,Vertical Threat,TE Vertical Threat
Chambliss,Trinidad,Mississippi,146.0,2026.0,QB,6.0,73.0,200.0,Sr.,55.0,Grand Rapids,,,,Improviser,QB Improviser
Styles,Sonny,Ohio State,29.0,2026.0,LB,6.0,76.0,243.0,Sr.,50.0,Pickerington,OH,,,Run Stopper,MLB Run Stopper
Beck,Carson,Miami (FL),117.0,2026.0,QB,11.0,76.0,220.0,Sr.,50.0,Jacksonville,,,,Improviser,QB Improviser
Jackson,Kenyatta,Ohio State,149.0,2026.0,EDGE,97.0,78.0,265.0,Sr.,49.0,Hollywood,FL,,,,
Klubnik,Cade,Clemson,48.0,2026.0,QB,2.0,74.0,210.0,Sr.,45.0,Austin,TX,,,Improviser,QB Improviser
Igbinosun,Davison,Ohio State,76.0,2026.0,CB,1.0,74.0,195.0,Sr.,44.0,Union,NJ,,,Man To Man,CB Man-to-Man
Nussmeier,Garrett,LSU,16.0,2026.0,QB,18.0,73.0,205.0,Sr.,40.0,Lake Charles,LA,,,Improviser,QB Improviser
Powell,Mani,Purdue,930.0,2026.0,SAM,7.0,75.0,245.0,Sr.,40.0,Canton,OH,,,,
Trigg,Michael,Baylor,155.0,2026.0,TE,1.0,76.0,240.0,Sr.,40.0,Tampa,FL,,,Vertical Threat,TE Vertical Threat
Pavia,Diego,Vanderbilt,911.0,2026.0,QB,2.0,72.0,207.0,Sr.,35.0,Albuquerque,NM,,,Improviser,QB Improviser
Lockette,Tellek,Texas State,306.0,2026.0,IOL,74.0,75.0,327.0,Sr.,32.0,Miami,FL,,,,
Castellanos,Thomas,Florida State,562.0,2026.0,QB,1.0,71.0,201.0,Sr.,31.0,Waycross,GA,,,Improviser,QB Improviser
Spencer,Malik,Michigan State,313.0,2026.0,S,43.0,73.0,191.0,Sr.,28.0,Buford,GA,,,Man To Man,CB Man-to-Man
Gilliam,Kelvin,Virginia Tech,750.0,2026.0,DL,22.0,75.0,295.0,Sr.,28.0,Richmond,VA,,,,
Styles Jr.,Lorenzo,Ohio State,805.0,2026.0,CB,3.0,73.0,195.0,Sr.,25.0,Pickerington,OH,,,Man To Man,CB Man-to-Man
Brawley,Austin,New Mexico,932.0,2026.0,SS,21.0,70.0,192.0,Sr.,24.0,Massillon,OH,,,Man To Man,CB Man-to-Man
Hicks,C.J.,Ohio State,597.0,2026.0,EDGE,11.0,75.0,243.0,Sr.,22.0,Dayton,OH,,,,
Pribula,Beau,Missouri,435.0,2026.0,QB,9.0,74.0,212.0,Sr.,21.0,York,PA,,,Improviser,QB Improviser
Allar,Drew,Penn State,58.0,2026.0,QB,15.0,77.0,235.0,Sr.,20.0,Medina,OH,,,Improviser,QB Improviser
Allen,Cyrus,Cincinnati,841.0,2026.0,WR,4.0,71.0,180.0,Sr.,20.0,New Orleans,LA,,,Slot,WR Shifty Route Runner
Anthony,Andrel,Duke,802.0,2026.0,WR,1.0,73.0,186.0,Sr.,20.0,Lansing,MI,,,Slot,WR Shifty Route Runner
Anthony II,Vinny,Wisconsin,168.0,2026.0,WR,8.0,72.0,190.0,Sr.,20.0,,KY,,,Slot,WR Shifty Route Runner
Bell,Chris,Louisville,41.0,2026.0,WR,,74.0,220.0,Sr.,20.0,Yazoo City,MS,,,Slot,WR Shifty Route Runner
Bell,Dillon,Georgia,433.0,2026.0,WR,86.0,73.0,210.0,Sr.,20.0,Houston,TX,,,Slot,WR Shifty Route Runner
Benson,Malik,Oregon,792.0,2026.0,WR,4.0,73.0,195.0,Sr.,20.0,Lansing,KS,,,Slot,WR Shifty Route Runner
Berger,Jalen,UCLA,906.0,2026.0,RB,,73.0,215.0,Sr.,20.0,Newark,NJ,,,Elusive Back,HB Elusive Back
Bernard,Germie,Alabama,72.0,2026.0,WR,5.0,73.0,204.0,Sr.,20.0,Henderson,NV,,,Slot,WR Shifty Route Runner
Bradley,Jerand,Kansas State,831.0,2026.0,WR,5.0,77.0,223.0,Sr.,20.0,Desoto,TX,,,Slot,WR Shifty Route Runner
Brinson,Romello,SMU,746.0,2026.0,WR,3.0,74.0,190.0,Sr.,20.0,Miami,FL,,,Slot,WR Shifty Route Runner
Brown,Barion,LSU,402.0,2026.0,WR,6.0,71.0,185.0,Sr.,20.0,Nashville,TN,,,Slot,WR Shifty Route Runner
Burks,Deion,Oklahoma,114.0,2026.0,WR,4.0,69.0,188.0,Sr.,20.0,Belleville,IL,,,Slot,WR Shifty Route Runner
Calloway,Kadarius,New Mexico State,764.0,2026.0,RB,1.0,72.0,220.0,Sr.,20.0,Philadelphia,PA,,,Elusive Back,HB Elusive Back
Cameron,Josh,Baylor,139.0,2026.0,WR,34.0,73.0,224.0,Sr.,20.0,Cedar Park,TX,,,Slot,WR Shifty Route Runner
Claiborne,Demond,Wake Forest,129.0,2026.0,RB,1.0,70.0,195.0,Sr.,20.0,Aylett,VA,,,Elusive Back,HB Elusive Back
Coleman,Jonah,Washington,86.0,2026.0,RB,1.0,69.0,228.0,Sr.,20.0,Stockton,CA,,,Elusive Back,HB Elusive Back
Coleman Jr.,Kevin,Missouri,652.0,2026.0,WR,3.0,71.0,180.0,Sr.,20.0,St. Louis,MO,,,Slot,WR Shifty Route Runner
Connors,Dean,Houston,683.0,2026.0,RB,44.0,72.0,206.0,Sr.,20.0,Kamuela,HI,,,Elusive Back,HB Elusive Back
Douglas,Caleb,Texas Tech,187.0,2026.0,WR,5.0,76.0,210.0,Sr.,20.0,Missouri City,TX,,,Slot,WR Shifty Route Runner
Faison,Rahsul,South Carolina,915.0,2026.0,RB,1.0,72.0,218.0,Sr.,20.0,Pottstown,PA,,,Elusive Back,HB Elusive Back
Farooq,Jalil,Maryland,395.0,2026.0,WR,1.0,74.0,213.0,Sr.,20.0,Lanham,MD,,,Slot,WR Shifty Route Runner
Fields,Malachi,Notre Dame,102.0,2026.0,WR,,76.0,223.0,Sr.,20.0,Charlottesville,VA,,,Slot,WR Shifty Route Runner
Greene,Donavon,Virginia Tech,917.0,2026.0,WR,3.0,74.0,196.0,Sr.,20.0,Mount Airy,NC,,,Slot,WR Shifty Route Runner
Haynes,Jamal,Georgia Tech,832.0,2026.0,RB,1.0,69.0,190.0,Sr.,20.0,Loganville,GA,,,Elusive Back,HB Elusive Back
Hemby,Roman,Indiana,232.0,2026.0,RB,1.0,72.0,208.0,Sr.,20.0,Edgewood,GA,,,Elusive Back,HB Elusive Back
Henry Jr.,Robert,UTSA,153.0,2026.0,RB,20.0,69.0,205.0,Sr.,20.0,,MS,,,Elusive Back,HB Elusive Back
Hudson,Jordan,SMU,634.0,2026.0,WR,2.0,73.0,200.0,Sr.,20.0,Garland,TX,,,Slot,WR Shifty Route Runner
Jackson,Amari,Boston College,692.0,2026.0,CB,24.0,71.0,190.0,Sr.,20.0,Mcdonough,GA,,,Man To Man,CB Man-to-Man
Joly,Justin,NC State,719.0,2026.0,TE,7.0,75.0,251.0,Sr.,20.0,Brewster,NY,,,Vertical Threat,TE Vertical Threat
Kanak,Jaren,Oklahoma,338.0,2026.0,TE,12.0,74.0,233.0,Sr.,20.0,Hays,KS,,,Vertical Threat,TE Vertical Threat
Kattus,Josh,Kentucky,689.0,2026.0,TE,84.0,76.0,247.0,Sr.,20.0,Cincinnati,OH,,,Vertical Threat,TE Vertical Threat
Key,Dane,Nebraska,288.0,2026.0,WR,18.0,75.0,210.0,Sr.,20.0,Lexington,KY,,,Slot,WR Shifty Route Runner
Koziol,Tanner,Houston,241.0,2026.0,TE,9.0,79.0,240.0,Sr.,20.0,Bloomingdale,IL,,,Vertical Threat,TE Vertical Threat
Lacy,Caullin,Louisville,899.0,2026.0,WR,5.0,70.0,190.0,Sr.,20.0,Mobile,AL,,,Slot,WR Shifty Route Runner
Law,Kendrick,Kentucky,620.0,2026.0,WR,1.0,72.0,205.0,Sr.,20.0,Shreveport,LA,,,Slot,WR Shifty Route Runner
Manjack IV,Joseph,TCU,810.0,2026.0,WR,14.0,75.0,205.0,Sr.,20.0,,TX,,,Slot,WR Shifty Route Runner
Mason,Lance,Wisconsin,574.0,2026.0,TE,86.0,,240.0,Sr.,20.0,Rockwall,TX,,,Vertical Threat,TE Vertical Threat
McAlister,Eric,TCU,518.0,2026.0,WR,1.0,75.0,205.0,Sr.,20.0,Azle,TX,,,Slot,WR Shifty Route Runner
McClain,Malik,Arizona State,741.0,2026.0,WR,12.0,77.0,205.0,Sr.,20.0,Daphne,AL,,,Slot,WR Shifty Route Runner
Metayer,Chamon,Arizona State,824.0,2026.0,TE,7.0,76.0,255.0,Sr.,20.0,Miami,FL,,,Vertical Threat,TE Vertical Threat
Moss,Le'Veon,Texas A&M,229.0,2026.0,RB,8.0,71.0,210.0,Sr.,20.0,Walker,LA,,,Elusive Back,HB Elusive Back
Omeire,Troy,UNLV,863.0,2026.0,WR,,76.0,210.0,Sr.,20.0,Houston,TX,,,Slot,WR Shifty Route Runner
Pena,Trebor,Penn State,774.0,2026.0,WR,8.0,70.0,186.0,Sr.,20.0,Ocean Township,NJ,,,Slot,WR Shifty Route Runner
Prentice,Kobe,Baylor,661.0,2026.0,WR,16.0,71.0,190.0,Sr.,20.0,Calera,AL,,,Slot,WR Shifty Route Runner
Pryor,Evan,Cincinnati,771.0,2026.0,RB,6.0,69.0,195.0,Sr.,20.0,Cornelius,NC,,,Elusive Back,HB Elusive Back
Randall,Adam,Clemson,663.0,2026.0,RB,8.0,74.0,230.0,Sr.,20.0,Myrtle Beach,SC,,,Elusive Back,HB Elusive Back
Raridon,Eli,Notre Dame,334.0,2026.0,TE,9.0,79.0,251.0,Sr.,20.0,Des Moines,IA,,,Vertical Threat,TE Vertical Threat
Reid,Desmond,Pittsburgh,305.0,2026.0,RB,,68.0,175.0,Sr.,20.0,Miami Gardens,FL,,,Elusive Back,HB Elusive Back
Richardson,Dominic,Tulsa,913.0,2026.0,RB,21.0,72.0,210.0,Sr.,20.0,Oklahoma City,OK,,,Elusive Back,HB Elusive Back
Rivers,Eric,Georgia Tech,270.0,2026.0,WR,3.0,71.0,180.0,Sr.,20.0,Chattanooga,TN,,,Slot,WR Shifty Route Runner
Roberts,Chase,BYU,409.0,2026.0,WR,2.0,76.0,210.0,Sr.,20.0,Highland,UT,,,Slot,WR Shifty Route Runner
Robertson,Sawyer,Baylor,174.0,2026.0,QB,13.0,76.0,220.0,Sr.,20.0,Lubbock,TX,,,Improviser,QB Improviser
Ross-Simmons,Justus,Syracuse,707.0,2026.0,WR,12.0,75.0,210.0,Sr.,20.0,Rochester,NY,,,Slot,WR Shifty Route Runner
Roush,Sam,Stanford,624.0,2026.0,TE,86.0,77.0,260.0,Sr.,20.0,Nashville,TN,,,Vertical Threat,TE Vertical Threat
Royer,Joe,Cincinnati,212.0,2026.0,TE,11.0,77.0,250.0,Sr.,20.0,Cincinnati,OH,,,Vertical Threat,TE Vertical Threat
Ryan,Carsen,BYU,693.0,2026.0,TE,20.0,76.0,250.0,Sr.,20.0,Orem,UT,,,Vertical Threat,TE Vertical Threat
Sarratt,Elijah,Indiana,94.0,2026.0,WR,13.0,74.0,209.0,Sr.,20.0,Stafford,VA,,,Slot,WR Shifty Route Runner
Sharp,Bauer,LSU,850.0,2026.0,TE,10.0,77.0,246.0,Sr.,20.0,Dothan,AL,,,Vertical Threat,TE Vertical Threat
Stewart,Terion,Virginia Tech,888.0,2026.0,RB,8.0,69.0,222.0,Sr.,20.0,Memphis,TN,,,Elusive Back,HB Elusive Back
Stowers,Eli,Vanderbilt,119.0,2026.0,TE,9.0,76.0,235.0,Sr.,20.0,Corinth,MS,,,Vertical Threat,TE Vertical Threat
Thomas,Zavion,LSU,674.0,2026.0,WR,,70.0,192.0,Sr.,20.0,Woodmere,NY,,,Slot,WR Shifty Route Runner
Thomas,Rara,Troy,817.0,2026.0,WR,7.0,74.0,208.0,Sr.,20.0,Eufaula,AL,,,Slot,WR Shifty Route Runner
Traore,Seydou,Mississippi State,853.0,2026.0,TE,8.0,76.0,235.0,Sr.,20.0,London,,,,Vertical Threat,TE Vertical Threat
Velling,Jack,Michigan State,224.0,2026.0,TE,12.0,77.0,245.0,Sr.,20.0,Seattle,WA,,,Vertical Threat,TE Vertical Threat
Whittington,Noah,Oregon,916.0,2026.0,RB,6.0,68.0,203.0,Sr.,20.0,Fort Valley,GA,,,Elusive Back,HB Elusive Back
Young,Colbie,Georgia,714.0,2026.0,WR,8.0,75.0,215.0,Sr.,20.0,Binghamton,NY,,,Slot,WR Shifty Route Runner
Daniels,C.J.,Miami (FL),112.0,2026.0,WR,7.0,74.0,205.0,Sr.,20.0,Lilburn,,,,Slot,WR Shifty Route Runner
Diggs,Logan,Mississippi,809.0,2026.0,RB,22.0,73.0,215.0,Sr.,20.0,Boutte,,,,Elusive Back,HB Elusive Back
Henderson,Emmanuel,Kansas,287.0,2026.0,WR,2.0,73.0,190.0,Sr.,20.0,Hartford,CT,,,Slot,WR Shifty Route Runner
Maryland,R.J.,SMU,239.0,2026.0,TE,82.0,76.0,240.0,Sr.,20.0,Southlake,TX,,,Vertical Threat,TE Vertical Threat
Miller,Jamarion,Alabama,199.0,2026.0,RB,26.0,70.0,221.0,Sr.,20.0,Tyler,TX,,,Elusive Back,HB Elusive Back
Stribling,De'Zhaun,Mississippi,846.0,2026.0,WR,,,,Sr.,20.0,,,,,Slot,WR Shifty Route Runner
Ware-Hudson,Kyron,Penn State,765.0,2026.0,WR,11.0,73.0,215.0,Sr.,20.0,Duarte,CA,,,Slot,WR Shifty Route Runner
Williams,E.J.,Indiana,869.0,2026.0,WR,7.0,76.0,203.0,Sr.,20.0,Phenix City,AL,,,Slot,WR Shifty Route Runner
Trayanum,Chip,Toledo,881.0,2026.0,RB,1.0,71.0,227.0,Sr.,19.0,,OH,,,Elusive Back,HB Elusive Back
Altmyer,Luke,Illinois,788.0,2026.0,QB,9.0,74.0,205.0,Sr.,18.1,Starkville,MS,,,Improviser,QB Improviser
Green,Taylen,Arkansas,807.0,2026.0,QB,10.0,78.0,224.0,Sr.,18.0,Lewisville,TX,,,Improviser,QB Improviser
Daniels,Jalon,Kansas,897.0,2026.0,QB,6.0,72.0,220.0,Sr.,17.7,Lawndale,CA,,,Improviser,QB Improviser
Brown,Byrum,South Florida,702.0,2026.0,QB,17.0,75.0,231.0,Sr.,16.9,Raleigh,NC,,,Improviser,QB Improviser
Drones,Kyron,Virginia Tech,752.0,2026.0,QB,1.0,74.0,235.0,Sr.,15.7,Pearland,TX,,,Improviser,QB Improviser
Sorey Jr.,Xavian,Arkansas,731.0,2026.0,LB,10.0,75.0,231.0,Sr.,15.0,Campbellton,FL,,,Run Stopper,MLB Run Stopper
Finn,Dequan,Miami (OH),927.0,2026.0,QB,1.0,74.0,206.0,Sr.,14.4,Detroit,MI,,,Improviser,QB Improviser
Gronowski,Mark,Iowa,400.0,2026.0,QB,11.0,74.0,235.0,Sr.,12.6,Naperville,IL,,,Improviser,QB Improviser
Morton,Behren,Texas Tech,787.0,2026.0,QB,2.0,74.0,220.0,Sr.,12.4,Eastland,TX,,,Improviser,QB Improviser
Ballard,Jayden,Wisconsin,761.0,2026.0,WR,4.0,74.0,205.0,Sr.,12.0,Massillon,OH,,,Playmaker,WR Playmaker
Moss,Miller,Louisville,248.0,2026.0,QB,7.0,74.0,210.0,Sr.,11.7,Los Angeles,CA,,,Improviser,QB Improviser
Sims,Jeff,Arizona State,866.0,2026.0,QB,2.0,76.0,220.0,Sr.,11.1,Jacksonville,FL,,,Field General,QB Field General
Hodge,Preston,Colorado,852.0,2026.0,CB,4.0,72.0,200.0,Sr.,11.0,Waxahachie,TX,,,Man To Man,CB Man-to-Man
Stone,Preston,Northwestern,798.0,2026.0,QB,8.0,73.0,215.0,Sr.,11.0,Dallas,TX,,,Field General,QB Field General
Thompson,Stefon,Florida State,898.0,2026.0,LB,7.0,73.0,240.0,Sr.,11.0,Long Island,NY,,,Field General,MLB Field General
White,Squirrel,Florida State,679.0,2026.0,WR,4.0,70.0,170.0,Sr.,11.0,Birmingham,AL,,,WR Slot,WR Slot
Sluka,Matthew,James Madison,919.0,2026.0,QB,9.0,74.0,211.0,Sr.,10.2,Locust Valley,NY,,,Field General,QB Field General
Salter,Kaidon,Colorado,728.0,2026.0,QB,3.0,73.0,190.0,Sr.,10.0,Cedar Hill,TX,,,Field General,QB Field General
Mosesso,Ryan,UMass,193.0,2026.0,OT,79.0,77.0,305.0,Sr.,6.0,Marshfield,,,,Agile,G Well-Rounded
Pounds,Diego,Mississippi,271.0,2026.0,OT,61.0,78.0,340.0,Sr.,6.0,Raleigh,,,,Agile,G Well-Rounded
Banks,Shadrach,UTSA,749.0,2026.0,LB,17.0,73.0,230.0,Sr.,5.4,Houston,TX,,,Pass Coverage,OLB Pass Coverage
Bissainthe,Wesley,Miami (FL),657.0,2026.0,LB,31.0,73.0,205.0,Sr.,5.4,Miami,,,,Pass Coverage,OLB Pass Coverage
McCoy,Bryan,Oklahoma State,721.0,2026.0,LB,5.0,72.0,225.0,Sr.,5.4,Chicago,IL,,,Pass Coverage,OLB Pass Coverage
Pollard,Jordan,San Jose State,717.0,2026.0,LB,1.0,73.0,202.0,Sr.,5.4,Los Angeles,,,,Pass Coverage,OLB Pass Coverage
Toure,Mohamed,Miami (FL),926.0,2026.0,LB,,,,Sr.,5.4,,,,,Pass Coverage,OLB Pass Coverage
Barber,Austin,Florida,61.0,2026.0,OT,58.0,78.0,314.0,Sr.,5.0,Jacksonville,FL,,,Agile,G Well-Rounded
Barnett,Caden,Wyoming,166.0,2026.0,OT,72.0,77.0,320.0,Sr.,5.0,Justin,TX,,,Agile,G Well-Rounded
Bedford,Matthew,Oregon,924.0,2026.0,OT,77.0,78.0,305.0,Sr.,5.0,Cordova,TN,,,Agile,G Well-Rounded
Crownover,Dametrious,Texas A&M,138.0,2026.0,OT,78.0,79.0,336.0,Sr.,5.0,Grandview,TX,,,Agile,G Well-Rounded
Davis,J.C.,Illinois,301.0,2026.0,OT,74.0,77.0,320.0,Sr.,5.0,Oakland,CA,,,Agile,G Well-Rounded
Dunker,Gennings,Iowa,35.0,2026.0,OT,67.0,77.0,315.0,Sr.,5.0,Lena,WI,,,Agile,G Well-Rounded
Fa'amoe,Fa'alili,Wake Forest,92.0,2026.0,OT,79.0,77.0,317.0,Sr.,5.0,Pago Pago,AS,,,Agile,G Well-Rounded
Ford,Courtland,UCLA,905.0,2026.0,OT,77.0,78.0,315.0,Sr.,5.0,Peoria,IL,,,Agile,G Well-Rounded
Harkey,Alex,Oregon,201.0,2026.0,OT,71.0,78.0,327.0,Sr.,5.0,Austin,TX,,,Agile,G Well-Rounded
Iheanachor,Max,Arizona State,160.0,2026.0,OT,58.0,78.0,330.0,Sr.,5.0,Los Angeles,CA,,,Agile,G Well-Rounded
Jatta,Isaiah,BYU,688.0,2026.0,OT,71.0,78.0,315.0,Sr.,5.0,San Diego,CA,,,Agile,G Well-Rounded
Langsdale,Ryder,Rutgers,446.0,2026.0,OT,68.0,79.0,298.0,Sr.,5.0,Ridgewood,NJ,,,Agile,G Well-Rounded
Leigh,Tristan,Clemson,136.0,2026.0,OT,71.0,78.0,310.0,Sr.,5.0,Fairfax,VA,,,Agile,G Well-Rounded
Mahlman,Riley,Wisconsin,159.0,2026.0,OT,71.0,80.0,320.0,Sr.,5.0,Lakeville,MN,,,Agile,G Well-Rounded
Michalski,Zen,Indiana,738.0,2026.0,OT,75.0,78.0,319.0,Sr.,5.0,Floyds Knobs,IN,,,Agile,G Well-Rounded
Miller,Blake,Clemson,273.0,2026.0,OT,78.0,78.0,315.0,Sr.,5.0,Strongsville,OH,,,Agile,G Well-Rounded
Miller,Izavion,Auburn,298.0,2026.0,OT,72.0,77.0,305.0,Sr.,5.0,Memphis,TN,,,Agile,G Well-Rounded
Mills,Monroe,Virginia,463.0,2026.0,OT,71.0,79.0,320.0,Sr.,5.0,Columbia,SC,,,Agile,G Well-Rounded
Murphy,Mason,Auburn,494.0,2026.0,OT,76.0,77.0,319.0,Sr.,5.0,Riverside,CA,,,Agile,G Well-Rounded
Onianwa,Ethan,Ohio State,234.0,2026.0,OT,78.0,79.0,331.0,Sr.,5.0,Katy,TX,,,Agile,G Well-Rounded
Pettus,Micah,Florida State,440.0,2026.0,OT,57.0,79.0,355.0,Sr.,5.0,Harvest,AL,,,Agile,G Well-Rounded
Prochazka,Teddy,Nebraska,745.0,2026.0,OT,65.0,82.0,320.0,Sr.,5.0,Elkhorn,WI,,,Agile,G Well-Rounded
Rucci,Nolan,Penn State,727.0,2026.0,OT,72.0,80.0,307.0,Sr.,5.0,Lititz,PA,,,Agile,G Well-Rounded
Sexton,Jacob,Oklahoma,605.0,2026.0,OT,76.0,78.0,330.0,Sr.,5.0,Edmond,OK,,,Agile,G Well-Rounded
Shelton,Drew,Penn State,65.0,2026.0,OT,66.0,77.0,305.0,Sr.,5.0,Downingtown,PA,,,Agile,G Well-Rounded
Simmons,Derek,Oklahoma,411.0,2026.0,OT,66.0,77.0,317.0,Sr.,5.0,Gallatin,TN,,,Agile,G Well-Rounded
Strawn,Dorion,Texas State,328.0,2026.0,OT,64.0,78.0,315.0,Sr.,5.0,Ennis,TX,,,Agile,G Well-Rounded
Tiernan,Caleb,Northwestern,88.0,2026.0,OT,72.0,79.0,325.0,Sr.,5.0,Franklin,TN,,,Agile,G Well-Rounded
Willis,Carver,Washington,633.0,2026.0,OT,50.0,77.0,291.0,Sr.,5.0,Durango,CO,,,Agile,G Well-Rounded
Wollschlaeger,Alex,Kentucky,918.0,2026.0,OT,50.0,79.0,311.0,Sr.,5.0,,IL,,,Agile,G Well-Rounded
World,Isaiah,Oregon,37.0,2026.0,OT,76.0,80.0,318.0,Sr.,5.0,San Diego,CA,,,Agile,G Well-Rounded
Zuhn III,Trey,Texas A&M,275.0,2026.0,OT,60.0,78.0,319.0,Sr.,5.0,,CO,,,Agile,G Well-Rounded
Donaldson,C.J.,Ohio State,699.0,2026.0,RB,,,,Sr.,5.0,,,,,Elusive Back,HB Elusive Back
Anderson,Raheem,Western Michigan,800.0,2026.0,IOL,62.0,74.0,321.0,Sr.,4.8,Detroit,MI,,,,
Benzschawel,J.P.,Wisconsin,768.0,2026.0,IOL,,,,Sr.,4.8,,,,,,
Blay,David,Miami (FL),851.0,2026.0,DL,11.0,76.0,303.0,Sr.,4.8,Levittown,,,,,
Brockermeyer,James,Miami (FL),255.0,2026.0,IOL,52.0,75.0,295.0,Sr.,4.8,Fort Worth,,,,,
Burris,Marcus,Memphis,782.0,2026.0,DL,34.0,77.0,270.0,Sr.,4.8,Texarkana,TX,,,,
Campbell,D.J.,Texas,250.0,2026.0,IOL,7.0,72.0,,Sr.,4.8,North Las Vegas,,,,,
Chestnut,Darian,Syracuse,840.0,2026.0,CB,2.0,72.0,195.0,Sr.,4.8,Camden,NJ,,,Hybrid,S Hybrid
Cooley,Trevion,Troy,790.0,2026.0,RB,3.0,70.0,208.0,Sr.,4.8,Raleigh,NC,,,Elusive Back,HB Elusive Back
Favors,Jordan,Appalachian State,816.0,2026.0,S,7.0,71.0,200.0,Sr.,4.8,Griffin,,,,Hybrid,S Hybrid
Ferguson II,Terrence,Syracuse,754.0,2026.0,IOL,69.0,76.0,320.0,Sr.,4.8,Fort Valley,GA,,,,
Graham,D.J.,Kansas,904.0,2026.0,CB,7.0,72.0,200.0,Sr.,4.8,Fort Worth,TX,,,Hybrid,S Hybrid
Greene,Malcolm,UMass,861.0,2026.0,S,1.0,71.0,190.0,Sr.,4.8,Richmond,,,,Hybrid,S Hybrid
Grimes,Reggie,Memphis,885.0,2026.0,EDGE,,76.0,282.0,Sr.,4.8,Antioch,CA,,,,
Hardaway,J.Q.,Kentucky,618.0,2026.0,CB,6.0,75.0,193.0,Sr.,4.8,Columbus,GA,,,Hybrid,S Hybrid
Harris,Zxavian,Mississippi,122.0,2026.0,DL,51.0,79.0,320.0,Sr.,4.8,Canton,,,,,
Hilton,Chris,LSU,742.0,2026.0,WR,3.0,72.0,190.0,Sr.,4.8,Zachary,LA,,,Slot,WR Shifty Route Runner
Johnson Jr.,L.J.,California,779.0,2026.0,RB,12.0,70.0,180.0,Sr.,4.8,Madisonville,,,,Elusive Back,HB Elusive Back
Kelly,Eddie,West Virginia,694.0,2026.0,DL,1.0,77.0,288.0,Sr.,4.8,Orlando,FL,,,,
Malone,Tywone,Ohio State,763.0,2026.0,DL,95.0,76.0,309.0,Sr.,4.8,Oradell,,,,,
McCaskill IV,Alton,Sam Houston State,822.0,2026.0,RB,,,,Sr.,4.8,,,,,Elusive Back,HB Elusive Back
McCutchin,Latrell,Houston,507.0,2026.0,CB,1.0,73.0,185.0,Sr.,4.8,Austin,TX,,,Hybrid,S Hybrid
Mesidor,Akheem,Miami (FL),172.0,2026.0,EDGE,3.0,75.0,280.0,Sr.,4.8,Ottawa,,,,,
Pride,Toriano,Missouri,631.0,2026.0,CB,2.0,71.0,188.0,Sr.,4.8,Saint Louis,MO,,,Hybrid,S Hybrid
Ryan,Sage,Mississippi,732.0,2026.0,S,,,,Sr.,4.8,,,,,Hybrid,S Hybrid
Scott,Keionte,Miami (FL),871.0,2026.0,CB,,,,Sr.,4.8,,,,,Hybrid,S Hybrid
Skipper,Tyree,Louisiana-Lafayette,914.0,2026.0,S,,,,Sr.,4.8,,,,,Hybrid,S Hybrid
Smith,D.Q.,South Carolina,690.0,2026.0,S,,,,Sr.,4.8,,,,,Hybrid,S Hybrid
Sturdivant,J.Michael,Florida,277.0,2026.0,WR,9.0,75.0,213.0,Sr.,4.8,Flower Mound,TX,,,Slot,WR Shifty Route Runner
Westmoreland,Maurice,Tulane,691.0,2026.0,EDGE,,74.0,250.0,Sr.,4.8,Houston,TX,,,,
Pyne,Drew,Bowling Green,872.0,2026.0,QB,9.0,72.0,200.0,Sr.,4.6,New Canaan,CT,,,Improviser,QB Improviser
Barham,Jaishawn,Michigan,66.0,2026.0,LB,1.0,75.0,243.0,Sr.,4.5,District Heights,MD,,,Pass Coverage,OLB Pass Coverage
Barton,Lander,Utah,133.0,2026.0,LB,8.0,77.0,236.0,Sr.,4.5,Cottonwood Heights,UT,,,Pass Coverage,OLB Pass Coverage
Boettcher,Bryce,Oregon,364.0,2026.0,LB,28.0,74.0,232.0,Sr.,4.5,Eugene,OR,,,Pass Coverage,OLB Pass Coverage
Brown,Sean,NC State,833.0,2026.0,LB,,72.0,216.0,Sr.,4.5,Charlotte,NC,,,Pass Coverage,OLB Pass Coverage
Calvert,Ethan,Cal Poly,791.0,2026.0,LB,3.0,75.0,215.0,Sr.,4.5,Westlake Village,CA,,,Pass Coverage,OLB Pass Coverage
Carrico,Reid,West Virginia,498.0,2026.0,LB,35.0,74.0,230.0,Sr.,4.5,Ironton,OH,,,Pass Coverage,OLB Pass Coverage
Damuni,Levani,Utah,929.0,2026.0,LB,3.0,75.0,246.0,Sr.,4.5,Providence,RI,,,Pass Coverage,OLB Pass Coverage
